[2025-06-02 00:00:02,218.218] DEBUG    [ThreadPoolExecutor-0_9|MainProcess] urllib3.connectionpool (connectionpool.py:_make_request:475) | https://gh-proxy.com:443 "GET / HTTP/1.1" 200 None
[2025-06-02 00:00:10,997.997] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GIL_____.TTF', name='Gill Sans MT', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,997.997] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\gadugib.ttf', name='Gadugi', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,997.997] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ERASMD.TTF', name='Eras Medium ITC', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,997.997] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segoeprb.ttf', name='Segoe Print', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,998.998] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\corbelz.ttf', name='Corbel', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,998.998] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\REFSAN.TTF', name='MS Reference Sans Serif', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,998.998] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CALIST.TTF', name='Calisto MT', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,998.998] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ANTQUAI.TTF', name='Book Antiqua', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,998.998] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CURLZ___.TTF', name='Curlz MT', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,999.999] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GLSNECB.TTF', name='Gill Sans MT Ext Condensed Bold', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
[2025-06-02 00:00:10,999.999] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CALIFB.TTF', name='Californian FB', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,999.999] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FTLTLT.TTF', name='Footlight MT Light', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:10,999.999] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ALGER.TTF', name='Algerian', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,999.999] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segoeuii.ttf', name='Segoe UI', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:11,000.000] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\courbd.ttf', name='Courier New', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,000.000] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segoeuisl.ttf', name='Segoe UI', style='normal', variant='normal', weight=350, stretch='normal', size='scalable')) = 10.0975
[2025-06-02 00:00:11,000.000] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\verdana.ttf', name='Verdana', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 3.6863636363636365
[2025-06-02 00:00:11,000.000] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ARIALN.TTF', name='Arial', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 6.613636363636363
[2025-06-02 00:00:11,000.000] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ITCBLKAD.TTF', name='Blackadder ITC', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,000.000] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LatoWeb-Light.ttf', name='Lato', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:11,001.001] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\STZHONGS.TTF', name='STZhongsong', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,001.001] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\PERTILI.TTF', name='Perpetua Titling MT', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:11,001.001] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOD_I.TTF', name='Bodoni MT', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:11,001.001] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\OUTLOOK.TTF', name='MS Outlook', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,001.001] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\MTCORSVA.TTF', name='Monotype Corsiva', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,002.002] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\simkai.ttf', name='KaiTi', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,002.002] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\TCCM____.TTF', name='Tw Cen MT Condensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
[2025-06-02 00:00:11,002.002] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\JOKERMAN.TTF', name='Jokerman', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,002.002] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\msyi.ttf', name='Microsoft Yi Baiti', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,002.002] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Candara.ttf', name='Candara', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,002.002] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BELLB.TTF', name='Bell MT', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,002.002] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ANTQUABI.TTF', name='Book Antiqua', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:11,004.004] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\REFSPCL.TTF', name='MS Reference Specialty', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,004.004] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GIGI.TTF', name='Gigi', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,004.004] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BRADHITC.TTF', name='Bradley Hand ITC', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,004.004] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\calibrii.ttf', name='Calibri', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:11,004.004] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\phagspa.ttf', name='Microsoft PhagsPa', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,004.004] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GOUDOSI.TTF', name='Goudy Old Style', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:11,005.005] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Heebo-Regular.ttf', name='Heebo', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,005.005] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\msyh.ttc', name='Microsoft YaHei', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,005.005] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\corbel.ttf', name='Corbel', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,005.005] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LatoWeb-Italic.ttf', name='Lato', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:11,005.005] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LatoWeb-Bold.ttf', name='Lato', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,006.006] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\georgiai.ttf', name='Georgia', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:11,006.006] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\PERB____.TTF', name='Perpetua', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,006.006] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\STXIHEI.TTF', name='STXihei', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,006.006] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GILSANUB.TTF', name='Gill Sans Ultra Bold', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,006.006] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\mmrtextb.ttf', name='Myanmar Text', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,007.007] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Nirmala.ttc', name='Nirmala UI', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,007.007] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CascadiaCode.ttf', name='Cascadia Code', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,007.007] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\HATTEN.TTF', name='Haettenschweiler', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,007.007] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\TEMPSITC.TTF', name='Tempus Sans ITC', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,007.007] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LBRITEI.TTF', name='Lucida Bright', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:11,007.007] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LFAX.TTF', name='Lucida Fax', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,008.008] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\STSONG.TTF', name='STSong', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,008.008] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\times.ttf', name='Times New Roman', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,008.008] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\SCRIPTBL.TTF', name='Script MT Bold', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,008.008] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\impact.ttf', name='Impact', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,009.009] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CENSCBK.TTF', name='Century Schoolbook', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,009.009] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\cambriaz.ttf', name='Cambria', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:11,009.009] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LCALLIG.TTF', name='Lucida Calligraphy', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:11,009.009] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\SCHLBKB.TTF', name='Century Schoolbook', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,010.010] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LFAXDI.TTF', name='Lucida Fax', style='italic', variant='normal', weight=600, stretch='normal', size='scalable')) = 11.24
[2025-06-02 00:00:11,010.010] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOD_BI.TTF', name='Bodoni MT', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:11,010.010] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FRABK.TTF', name='Franklin Gothic Book', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,010.010] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ROCKB.TTF', name='Rockwell', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,010.010] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Candarai.ttf', name='Candara', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:11,010.010] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\verdanab.ttf', name='Verdana', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 3.9713636363636367
[2025-06-02 00:00:11,011.011] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\STXINWEI.TTF', name='STXinwei', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,011.011] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\georgiaz.ttf', name='Georgia', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:11,011.011] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\TCB_____.TTF', name='Tw Cen MT', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,011.011] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\YuGothB.ttc', name='Yu Gothic', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,011.011] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Dengb.ttf', name='DengXian', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,012.012] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Candarab.ttf', name='Candara', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,012.012] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\msjhbd.ttc', name='Microsoft JhengHei', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:11,012.012] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOD_BLAI.TTF', name='Bodoni MT', style='italic', variant='normal', weight=900, stretch='normal', size='scalable')) = 11.525
[2025-06-02 00:00:11,012.012] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ROCC____.TTF', name='Rockwell Condensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
[2025-06-02 00:00:11,012.012] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\PAPYRUS.TTF', name='Papyrus', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,013.013] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\seguisli.ttf', name='Segoe UI', style='italic', variant='normal', weight=350, stretch='normal', size='scalable')) = 11.0975
[2025-06-02 00:00:11,013.013] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\STKAITI.TTF', name='STKaiti', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,013.013] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\simsun.ttc', name='SimSun', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,013.013] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\TCBI____.TTF', name='Tw Cen MT', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:11,013.013] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\arialbd.ttf', name='Arial', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 6.698636363636363
[2025-06-02 00:00:11,013.013] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Users\\1633360356\\AppData\\Local\\Microsoft\\Windows\\Fonts\\方正粗圆简体（请先安装字体）.ttf', name='FZCuYuan-M03S', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,013.013] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GILI____.TTF', name='Gill Sans MT', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:11,014.014] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ROCCB___.TTF', name='Rockwell Condensed', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 10.535
[2025-06-02 00:00:11,014.014] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LBRITE.TTF', name='Lucida Bright', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,014.014] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\comic.ttf', name='Comic Sans MS', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:11,014.014] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\malgunsl.ttf', name='Malgun Gothic', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:11,014.014] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FRAHVIT.TTF', name='Franklin Gothic Heavy', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:11,014.014] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LatoWeb-SemiboldItalic.ttf', name='Lato', style='italic', variant='normal', weight=600, stretch='normal', size='scalable')) = 11.24
